 ---------------------------------------------------------------
Surface and Strip forces by surface

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface # 1     main_wing_1                             
     # chordwise = 10   # spanwise =100     First strip =  1
     Surface area =  17.880           ave. chord =  2.7158    
     CLsurf  =   0.097731     Clsurf  =  -0.011063
     CYsurf  =  -0.000120     Cmsurf  =  -0.055889
     CDsurf  =   0.002949     Cnsurf  =  -0.000287
     CDisurf =   0.000881     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.357538     cd_surf =   0.010788

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   436   23.97     -0.4675       6.074       2.337      0.3860      0.3081E-12  0.4120      0.2852E-01  0.1763       0.000      0.4301E-02   0.000     -0.6900E-04  0.2504       0.000    
   437   23.99     -0.6458       6.074       2.307      0.4404       0.000      0.4107      0.2843E-01  0.1780       0.000      0.4216E-02   0.000      0.1957E-03  0.2489       0.000    
   438   24.02     -0.8487       6.074       2.273      0.4875       0.000      0.4087      0.2833E-01  0.1798       0.000      0.4151E-02   0.000      0.4140E-03  0.2477       0.000    
   439   24.05      -1.074       6.074       2.236      0.5270      0.2159E-12  0.4060      0.2821E-01  0.1817       0.000      0.4102E-02   0.000      0.5864E-03  0.2468       0.000    
   440   24.09      -1.319       6.074       2.195      0.5583       0.000      0.4025      0.2810E-01  0.1834       0.000      0.4063E-02   0.000      0.7201E-03  0.2461       0.000    
   441   24.13      -1.582       6.074       2.151      0.5813     -0.1883E-12  0.3979      0.2800E-01  0.1850       0.000      0.4030E-02   0.000      0.8259E-03  0.2455       0.000    
   442   24.17      -1.859       6.074       2.105      0.5960       0.000      0.3924      0.2792E-01  0.1865       0.000      0.4002E-02   0.000      0.9159E-03  0.2451       0.000    
   443   24.21      -2.148       6.074       2.057      0.6026       0.000      0.3857      0.2787E-01  0.1876       0.000      0.3975E-02   0.000      0.1003E-02  0.2447       0.000    
   444   24.26      -2.444       6.074       2.007      0.6013       0.000      0.3779      0.2789E-01  0.1883       0.000      0.3947E-02   0.000      0.1098E-02  0.2442       0.000    
   445   24.30      -2.746       6.074       1.957      0.5928      0.1680E-12  0.3690      0.2799E-01  0.1886       0.000      0.3916E-02   0.000      0.1214E-02  0.2436       0.000    
   446   24.34      -3.049       6.074       1.906      0.5775     -0.1680E-12  0.3588      0.2819E-01  0.1883       0.000      0.3882E-02   0.000      0.1362E-02  0.2428       0.000    
   447   24.39      -3.351       6.074       1.856      0.5561       0.000      0.3474      0.2853E-01  0.1872       0.000      0.3843E-02   0.000      0.1552E-02  0.2417       0.000    
   448   24.43      -3.648       6.074       1.807      0.5293       0.000      0.3346      0.2901E-01  0.1852       0.000      0.3795E-02   0.000      0.1798E-02  0.2403       0.000    
   449   24.47      -3.936       6.074       1.759      0.4980       0.000      0.3203      0.2966E-01  0.1822       0.000      0.3736E-02   0.000      0.2111E-02  0.2384       0.000    
   450   24.51      -4.213       6.074       1.712      0.4628       0.000      0.3042      0.3050E-01  0.1777       0.000      0.3662E-02   0.000      0.2505E-02  0.2359       0.000    
   451   24.55      -4.476       6.074       1.669      0.4245      0.2001E-12  0.2863      0.3152E-01  0.1716       0.000      0.3567E-02   0.000      0.2984E-02  0.2326       0.000    
   452   24.59      -4.721       6.074       1.628      0.3837       0.000      0.2662      0.3271E-01  0.1636       0.000      0.3442E-02   0.000      0.3546E-02  0.2283       0.000    
   453   24.62      -4.947       6.074       1.590      0.3411     -0.2373E-12  0.2438      0.3404E-01  0.1533       0.000      0.3280E-02   0.000      0.4163E-02  0.2229       0.000    
   454   24.65      -5.150       6.074       1.556      0.2971       0.000      0.2187      0.3544E-01  0.1406       0.000      0.3069E-02   0.000      0.4772E-02  0.2161       0.000    
   455   24.68      -5.328       6.074       1.527      0.2522       0.000      0.1911      0.3684E-01  0.1252       0.000      0.2801E-02   0.000      0.5266E-02  0.2079       0.000    
   456   24.70      -5.480       6.074       1.501      0.2067       0.000      0.1608      0.3816E-01  0.1071       0.000      0.2468E-02   0.000      0.5495E-02  0.1987       0.000    
   457   24.72      -5.603       6.074       1.481      0.1610       0.000      0.1280      0.3934E-01  0.8646E-01   0.000      0.2064E-02   0.000      0.5288E-02  0.1888       0.000    
   458   24.73      -5.697       6.074       1.465      0.1150       0.000      0.9314E-01  0.4033E-01  0.6357E-01   0.000      0.1585E-02   0.000      0.4497E-02  0.1793       0.000    
   459   24.74      -5.760       6.074       1.455      0.6902E-01   0.000      0.5660E-01  0.4109E-01  0.3891E-01   0.000      0.1024E-02   0.000      0.3066E-02  0.1712       0.000    
   460   24.75      -5.791       6.074       1.449      0.2301E-01   0.000      0.1899E-01  0.4152E-01  0.1310E-01   0.000      0.3071E-03   0.000      0.1093E-02  0.1666       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface # 7     vertical_stabilizer                     
     # chordwise = 10   # spanwise = 30     First strip =461
     Surface area =  15.849           ave. chord =  3.1473    
     CLsurf  =   0.000000     Clsurf  =  -0.000000
     CYsurf  =  -0.000005     Cmsurf  =  -0.000000
     CDsurf  =  -0.000000     Cnsurf  =   0.000002
     CDisurf =  -0.000000     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.000000     cd_surf =  -0.000000

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   461   20.77       0.000       1.055       3.929      0.1523       90.00      0.2457E-04 -0.1534E-04  0.6253E-05   0.000      0.1933E-10   0.000      0.6163E-06  0.1514       0.000    
   462   20.80       0.000       1.106       3.913      0.2480       90.00      0.4543E-04  0.1104E-02  0.1161E-04   0.000     -0.3117E-10   0.000      0.1194E-05  0.1472       0.000    
   463   20.85       0.000       1.182       3.889      0.3404       90.00      0.6719E-04  0.1066E-03  0.1727E-04   0.000     -0.1600E-09   0.000      0.1919E-05  0.1389       0.000    
   464   20.91       0.000       1.281       3.858      0.4280       90.00      0.8849E-04  0.2821E-03  0.2293E-04   0.000     -0.5087E-09   0.000      0.2788E-05  0.1284       0.000    
   465   20.99       0.000       1.403       3.820      0.5093       90.00      0.1439E-03 -0.4643E-03  0.3768E-04   0.000     -0.8212E-10   0.000      0.2981E-05  0.1709       0.000    
   466   21.08       0.000       1.547       3.775      0.5831       90.00      0.8336E-04 -0.2393E-04  0.2208E-04   0.000     -0.1931E-09   0.000      0.1832E-05  0.1670       0.000    
   467   21.18       0.000       1.712       3.724      0.6484       90.00      0.8578E-04 -0.3343E-05  0.2303E-04   0.000     -0.2075E-09   0.000      0.1835E-05  0.1703       0.000    
   468   21.29       0.000       1.895       3.666      0.7042       90.00      0.8325E-04 -0.2131E-05  0.2271E-04   0.000     -0.1736E-09   0.000      0.1586E-05  0.1801       0.000    
   469   21.42       0.000       2.096       3.604      0.7501       90.00      0.7957E-04 -0.2025E-05  0.2208E-04   0.000     -0.1449E-09   0.000      0.1327E-05  0.1899       0.000    
   470   21.55       0.000       2.311       3.537      0.7854       90.00      0.7553E-04 -0.2033E-05  0.2136E-04   0.000     -0.1228E-09   0.000      0.1095E-05  0.1988       0.000    
   471   21.70       0.000       2.539       3.465      0.8102       90.00      0.7140E-04 -0.2059E-05  0.2061E-04   0.000     -0.1053E-09   0.000      0.8920E-06  0.2067       0.000    
   472   21.84       0.000       2.778       3.391      0.8245       90.00      0.6732E-04 -0.2086E-05  0.1985E-04   0.000     -0.9124E-10   0.000      0.7172E-06  0.2139       0.000    
   473   22.00       0.000       3.025       3.313      0.8284       90.00      0.6338E-04 -0.2111E-05  0.1913E-04   0.000     -0.7980E-10   0.000      0.5663E-06  0.2204       0.000    
   474   22.16       0.000       3.277       3.235      0.8226       90.00      0.5966E-04 -0.2131E-05  0.1845E-04   0.000     -0.7042E-10   0.000      0.4350E-06  0.2264       0.000    
   475   22.31       0.000       3.533       3.155      0.8076       90.00      0.5624E-04 -0.2147E-05  0.1783E-04   0.000     -0.6271E-10   0.000      0.3194E-06  0.2321       0.000    
   476   22.47       0.000       3.789       3.075      0.7841       90.00      0.5314E-04 -0.2157E-05  0.1728E-04   0.000     -0.5638E-10   0.000      0.2158E-06  0.2375       0.000    
   477   22.63       0.000       4.042       2.996      0.7531       90.00      0.5039E-04 -0.2158E-05  0.1682E-04   0.000     -0.5120E-10   0.000      0.1216E-06  0.2428       0.000    
   478   22.79       0.000       4.291       2.918      0.7153       90.00      0.4802E-04 -0.2147E-05  0.1646E-04   0.000     -0.4698E-10   0.000      0.3553E-07  0.2478       0.000    
   479   22.94       0.000       4.532       2.843      0.6719       90.00      0.4603E-04 -0.2119E-05  0.1619E-04   0.000     -0.4359E-10   0.000     -0.4197E-07  0.2526       0.000    
   480   23.08       0.000       4.763       2.770      0.6236       90.00      0.4439E-04 -0.2072E-05  0.1602E-04   0.000     -0.4092E-10   0.000     -0.1084E-06  0.2568       0.000    
   481   23.22       0.000       4.982       2.702      0.5715       90.00      0.4309E-04 -0.2002E-05  0.1595E-04   0.000     -0.3888E-10   0.000     -0.1592E-06  0.2600       0.000    
   482   23.34       0.000       5.185       2.638      0.5163       90.00      0.4208E-04 -0.1909E-05  0.1595E-04   0.000     -0.3742E-10   0.000     -0.1882E-06  0.2618       0.000    
   483   23.46       0.000       5.372       2.580      0.4587       90.00      0.4132E-04 -0.1795E-05  0.1601E-04   0.000     -0.3649E-10   0.000     -0.1892E-06  0.2618       0.000    
   484   23.56       0.000       5.541       2.527      0.3995       90.00      0.4074E-04 -0.1662E-05  0.1612E-04   0.000     -0.3607E-10   0.000     -0.1580E-06  0.2598       0.000    
   485   23.66       0.000       5.688       2.481      0.3391       90.00      0.4029E-04 -0.1517E-05  0.1624E-04   0.000     -0.3617E-10   0.000     -0.9443E-07  0.2558       0.000    
   486   23.73       0.000       5.814       2.442      0.2780       90.00      0.3990E-04 -0.1366E-05  0.1634E-04   0.000     -0.3681E-10   0.000     -0.4844E-08  0.2503       0.000    
   487   23.80       0.000       5.915       2.410      0.2164       90.00      0.3950E-04 -0.1213E-05  0.1639E-04   0.000     -0.3713E-10   0.000      0.1001E-06  0.2439       0.000    
   488   23.85       0.000       5.993       2.386      0.1547       90.00      0.3878E-04 -0.1057E-05  0.1625E-04   0.000     -0.3253E-10   0.000      0.2025E-06  0.2375       0.000    
   489   23.88       0.000       6.045       2.370      0.9283E-01   90.00      0.3615E-04 -0.9558E-06  0.1525E-04   0.000      0.3411E-11   0.000      0.1703E-06  0.2388       0.000    
   490   23.89       0.000       6.071       2.362      0.3094E-01   90.00      0.1606E-04 -0.1465E-05  0.6799E-05   0.000      0.4838E-09   0.000     -0.1576E-05  0.4818       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface # 8     fuselage_horizontal                     
     # chordwise = 10   # spanwise = 30     First strip =491
     Surface area =  65.503           ave. chord =  23.647    
     CLsurf  =   0.007356     Clsurf  =   0.000000
     CYsurf  =   0.000001     Cmsurf  =   0.048544
     CDsurf  =   0.000025     Cnsurf  =  -0.000001
     CDisurf =   0.000025     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.007345     cd_surf =   0.000025

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   491   3.132      -1.339       0.000       15.61       1.441       0.000      0.6560E-01  0.4343E-01  0.4226E-02   0.000     -0.3304E-03   0.000      0.2504E-02 -0.3426       0.000    
   492   2.645      -1.247       0.000       17.73       1.637       0.000      0.9942E-01  0.4826E-01  0.5626E-02   0.000     -0.2229E-03   0.000      0.2943E-02 -0.2731       0.000    
   493   2.159      -1.154       0.000       19.86       1.834       0.000      0.1249      0.5158E-01  0.6305E-02   0.000     -0.1031E-03   0.000      0.2995E-02 -0.2251       0.000    
   494   1.788      -1.062       0.000       21.39       1.975       0.000      0.1431      0.5334E-01  0.6699E-02   0.000     -0.1506E-04   0.000      0.3094E-02 -0.2119       0.000    
   495   1.533     -0.9695       0.000       22.32       2.061       0.000      0.1587      0.5356E-01  0.7118E-02   0.000      0.3078E-04   0.000      0.3218E-02 -0.2021       0.000    
   496   1.278     -0.8772       0.000       23.26       2.147       0.000      0.1714      0.5344E-01  0.7380E-02   0.000      0.1537E-04   0.000      0.3295E-02 -0.1965       0.000    
   497   1.058     -0.7848       0.000       24.08       2.223       0.000      0.1817      0.5299E-01  0.7557E-02   0.000      0.1131E-04   0.000      0.3360E-02 -0.1946       0.000    
   498  0.8733     -0.6925       0.000       24.78       2.288       0.000      0.1904      0.5272E-01  0.7692E-02   0.000      0.2252E-05   0.000      0.3410E-02 -0.1933       0.000    
   499  0.6887     -0.6002       0.000       25.49       2.353       0.000      0.1974      0.5227E-01  0.7758E-02   0.000     -0.3335E-04   0.000      0.3435E-02 -0.1927       0.000    
   500  0.5311     -0.5078       0.000       26.02       2.403       0.000      0.2031      0.5189E-01  0.7820E-02   0.000     -0.9889E-04   0.000      0.3463E-02 -0.1929       0.000    
   501  0.4004     -0.4155       0.000       26.38       2.436       0.000      0.2079      0.5167E-01  0.7894E-02   0.000     -0.2352E-04   0.000      0.3493E-02 -0.1925       0.000    
   502  0.2697     -0.3232       0.000       26.74       2.469       0.000      0.2117      0.5147E-01  0.7934E-02   0.000     -0.1057E-03   0.000      0.3506E-02 -0.1918       0.000    
   503  0.1703     -0.2308       0.000       26.95       2.488       0.000      0.2145      0.5141E-01  0.7972E-02   0.000     -0.6274E-04   0.000      0.3521E-02 -0.1917       0.000    
   504  0.1022     -0.1385       0.000       27.02       2.495       0.000      0.2165      0.5139E-01  0.8012E-02   0.000      0.1956E-03   0.000      0.3540E-02 -0.1918       0.000    
   505  0.3407E-01 -0.4617E-01   0.000       27.09       2.501       0.000      0.2175      0.5134E-01  0.7997E-02   0.000      0.8215E-03   0.000      0.3543E-02 -0.1930       0.000    
   506  0.3407E-01  0.4617E-01   0.000       27.09       2.501       0.000      0.2174      0.5149E-01  0.7995E-02   0.000      0.8215E-03   0.000      0.3543E-02 -0.1931       0.000    
   507  0.1022      0.1385       0.000       27.02       2.495       0.000      0.2164      0.5144E-01  0.8009E-02   0.000      0.1955E-03   0.000      0.3540E-02 -0.1921       0.000    
   508  0.1703      0.2308       0.000       26.95       2.488       0.000      0.2143      0.5142E-01  0.7967E-02   0.000     -0.6314E-04   0.000      0.3522E-02 -0.1921       0.000    
   509  0.2697      0.3232       0.000       26.74       2.469       0.000      0.2115      0.5148E-01  0.7928E-02   0.000     -0.1063E-03   0.000      0.3507E-02 -0.1924       0.000    
   510  0.4004      0.4155       0.000       26.38       2.436       0.000      0.2077      0.5167E-01  0.7887E-02   0.000     -0.2400E-04   0.000      0.3495E-02 -0.1931       0.000    
   511  0.5311      0.5078       0.000       26.02       2.403       0.000      0.2029      0.5189E-01  0.7812E-02   0.000     -0.9949E-04   0.000      0.3465E-02 -0.1935       0.000    
   512  0.6887      0.6002       0.000       25.49       2.353       0.000      0.1972      0.5227E-01  0.7749E-02   0.000     -0.3391E-04   0.000      0.3436E-02 -0.1934       0.000    
   513  0.8733      0.6925       0.000       24.78       2.288       0.000      0.1901      0.5272E-01  0.7682E-02   0.000      0.1733E-05   0.000      0.3412E-02 -0.1941       0.000    
   514   1.058      0.7848       0.000       24.08       2.223       0.000      0.1815      0.5299E-01  0.7547E-02   0.000      0.1079E-04   0.000      0.3362E-02 -0.1954       0.000    
   515   1.278      0.8772       0.000       23.26       2.147       0.000      0.1712      0.5344E-01  0.7370E-02   0.000      0.1488E-04   0.000      0.3298E-02 -0.1974       0.000    
   516   1.533      0.9695       0.000       22.32       2.061       0.000      0.1585      0.5356E-01  0.7108E-02   0.000      0.3035E-04   0.000      0.3220E-02 -0.2031       0.000    
   517   1.788       1.062       0.000       21.39       1.975       0.000      0.1428      0.5334E-01  0.6688E-02   0.000     -0.1541E-04   0.000      0.3096E-02 -0.2130       0.000    
   518   2.159       1.154       0.000       19.86       1.834       0.000      0.1247      0.5159E-01  0.6294E-02   0.000     -0.1034E-03   0.000      0.2998E-02 -0.2264       0.000    
   519   2.645       1.247       0.000       17.73       1.637       0.000      0.9921E-01  0.4827E-01  0.5614E-02   0.000     -0.2233E-03   0.000      0.2946E-02 -0.2748       0.000    
   520   3.132       1.339       0.000       15.61       1.441       0.000      0.6544E-01  0.4344E-01  0.4216E-02   0.000     -0.3308E-03   0.000      0.2507E-02 -0.3447       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface # 9     fuselage_vertical                       
     # chordwise = 10   # spanwise = 30     First strip =521
     Surface area =  65.103           ave. chord =  23.503    
     CLsurf  =   0.000000     Clsurf  =   0.000000
     CYsurf  =  -0.000005     Cmsurf  =   0.000000
     CDsurf  =   0.000000     Cnsurf  =   0.000001
     CDisurf =   0.000000     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.000000     cd_surf =   0.000000

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   521   2.856       0.000      -1.339       15.65       1.445       90.00     -0.1248E-06 -0.6322E-05 -0.7973E-08   0.000     -0.1020E-10   0.000     -0.5695E-06  -71.18       0.000    
   522   1.819       0.000      -1.247       17.87       1.650       90.00      0.7739E-06 -0.5181E-05  0.4330E-07   0.000     -0.6187E-11   0.000     -0.7064E-06   16.56       0.000    
   523  0.7817       0.000      -1.154       20.09       1.855       90.00      0.2092E-05 -0.4019E-05  0.1041E-06   0.000      0.1600E-10   0.000     -0.7417E-06   7.373       0.000    
   524  0.2207       0.000      -1.062       21.48       1.984       90.00     -0.4812E-05 -0.2722E-05 -0.2240E-06   0.000      0.3468E-10   0.000     -0.5787E-06  -2.334       0.000    
   525  0.1361       0.000     -0.9695       22.06       2.037       90.00     -0.2955E-05 -0.2519E-05 -0.1340E-06   0.000      0.2327E-10   0.000     -0.6413E-06  -4.537       0.000    
   526  0.5142E-01   0.000     -0.8772       22.63       2.090       90.00     -0.3772E-06 -0.2213E-05 -0.1667E-07   0.000      0.2461E-10   0.000     -0.6962E-06  -41.52       0.000    
   527  0.1405E-01   0.000     -0.7848       23.10       2.133       90.00      0.1908E-05 -0.1874E-05  0.8261E-07   0.000      0.2662E-10   0.000     -0.7310E-06   9.099       0.000    
   528  0.2395E-01   0.000     -0.6925       23.47       2.167       90.00      0.6241E-05 -0.1659E-05  0.2660E-06   0.000      0.2745E-10   0.000     -0.7909E-06   3.224       0.000    
   529  0.3385E-01   0.000     -0.6002       23.83       2.200       90.00      0.1162E-04 -0.1347E-05  0.4875E-06   0.000      0.2650E-10   0.000     -0.8484E-06   1.990       0.000    
   530  0.6640E-01   0.000     -0.5078       24.15       2.229       90.00      0.1803E-04 -0.9948E-06  0.7466E-06   0.000      0.2287E-10   0.000     -0.9105E-06   1.470       0.000    
   531  0.1216       0.000     -0.4155       24.41       2.254       90.00      0.2651E-04 -0.5313E-06  0.1086E-05   0.000      0.1748E-10   0.000     -0.9738E-06   1.147       0.000    
   532  0.1768       0.000     -0.3232       24.67       2.278       90.00      0.3744E-04  0.5043E-06  0.1518E-05   0.000      0.1203E-10   0.000     -0.1037E-05  0.9336       0.000    
   533  0.2450       0.000     -0.2308       24.90       2.299       90.00      0.5260E-04  0.4164E-05  0.2113E-05   0.000      0.9617E-11   0.000     -0.1132E-05  0.7856       0.000    
   534  0.3263       0.000     -0.1385       25.09       2.317       90.00      0.7457E-04  0.2047E-04  0.2972E-05   0.000      0.1727E-10   0.000     -0.1239E-05  0.6670       0.000    
   535  0.4076       0.000     -0.4617E-01   25.29       2.335       90.00      0.1054E-03  0.7310E-04  0.4167E-05   0.000      0.4724E-10   0.000     -0.1380E-05  0.5813       0.000    
   536  0.5006       0.000      0.4617E-01   25.46       2.351       90.00      0.1413E-03 -0.7471E-04  0.5551E-05   0.000      0.9347E-10   0.000     -0.1582E-05  0.5350       0.000    
   537  0.6052       0.000      0.1385       25.61       2.365       90.00      0.1706E-03 -0.2210E-04  0.6663E-05   0.000      0.1129E-09   0.000     -0.1693E-05  0.5041       0.000    
   538  0.7098       0.000      0.2308       25.76       2.378       90.00      0.1838E-03 -0.5722E-05  0.7137E-05   0.000      0.7448E-10   0.000     -0.1670E-05  0.4840       0.000    
   539  0.8268       0.000      0.3232       25.85       2.387       90.00      0.2000E-03 -0.1940E-05  0.7737E-05   0.000      0.3762E-10   0.000     -0.1880E-05  0.4930       0.000    
   540  0.9561       0.000      0.4155       25.90       2.392       90.00      0.2104E-03 -0.9800E-06  0.8124E-05   0.000      0.1865E-10   0.000     -0.1899E-05  0.4838       0.000    
   541   1.086       0.000      0.5078       25.95       2.396       90.00      0.2178E-03 -0.6899E-06  0.8392E-05   0.000     -0.2195E-10   0.000     -0.1897E-05  0.4760       0.000    
   542   1.230       0.000      0.6002       25.89       2.391       90.00      0.2395E-03 -0.6705E-06  0.9250E-05   0.000     -0.5990E-10   0.000     -0.2480E-05  0.5181       0.000    
   543   1.390       0.000      0.6925       25.73       2.376       90.00      0.2422E-03 -0.8774E-06  0.9413E-05   0.000     -0.2969E-10   0.000     -0.2472E-05  0.5126       0.000    
   544   1.549       0.000      0.7848       25.57       2.361       90.00      0.2416E-03 -0.1599E-05  0.9450E-05   0.000     -0.2985E-10   0.000     -0.2430E-05  0.5072       0.000    
   545   1.732       0.000      0.8772       25.39       2.344       90.00      0.2372E-03 -0.4853E-05  0.9342E-05   0.000     -0.7412E-10   0.000     -0.2343E-05  0.5008       0.000    
   546   1.938       0.000      0.9695       25.18       2.325       90.00      0.2226E-03 -0.3478E-04  0.8838E-05   0.000     -0.1717E-09   0.000     -0.2103E-05  0.4879       0.000    
   547   2.144       0.000       1.062       24.98       2.306       90.00      0.1933E-03 -0.6958E-04  0.7739E-05   0.000     -0.5783E-09   0.000     -0.1619E-05  0.4591       0.000    
   548   2.435       0.000       1.154       23.15       2.138       90.00      0.4193E-03  0.1247E-03  0.1811E-04   0.000      0.4268E-09   0.000     -0.1039E-04  0.8237       0.000    
   549   2.811       0.000       1.247       19.71       1.820       90.00      0.3157E-03  0.1139E-03  0.1602E-04   0.000      0.2162E-09   0.000     -0.1002E-04  0.8757       0.000    
   550   3.187       0.000       1.339       16.27       1.502       90.00      0.1419E-03  0.2157E-02  0.8723E-05   0.000      0.1094E-09   0.000     -0.5874E-05  0.9234       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #10     nacelle_horizontal                      
     # chordwise =  6   # spanwise = 11     First strip =551
     Surface area = 0.43390           ave. chord = 0.82773    
     CLsurf  =   0.000504     Clsurf  =  -0.000048
     CYsurf  =  -0.000001     Cmsurf  =   0.000225
     CDsurf  =   0.000004     Cnsurf  =  -0.000002
     CDisurf =   0.000004     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.076028     cd_surf =   0.000583

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   551   10.79       2.425       1.123      0.2889      0.1514E-01   0.000      0.3724E-01  0.8838E-01  0.1293       0.000     -0.3895E-02   0.000      0.5819E-02  0.2050       0.000    
   552   10.64       2.477       1.123      0.6800      0.3563E-01   0.000      0.5559E-01  0.9871E-01  0.8187E-01   0.000     -0.3013E-03   0.000      0.7393E-02  0.1597       0.000    
   553   10.57       2.530       1.123      0.8982      0.4707E-01   0.000      0.6669E-01  0.1014      0.7433E-01   0.000      0.4342E-03   0.000      0.7455E-02  0.1497       0.000    
   554   10.52       2.582       1.123       1.069      0.5614E-01   0.000      0.7353E-01  0.1045      0.6880E-01   0.000      0.1107E-02   0.000      0.7198E-02  0.1454       0.000    
   555   10.49       2.635       1.123       1.202      0.6298E-01   0.000      0.7738E-01  0.1196      0.6438E-01   0.000      0.1645E-02   0.000      0.6936E-02  0.1423       0.000    
   556   10.48       2.674       1.123       1.230      0.3223E-01   0.000      0.7834E-01  0.7204E-01  0.6367E-01   0.000      0.1950E-02   0.000      0.6834E-02  0.1427       0.000    
   557   10.49       2.700       1.123       1.174      0.3075E-01   0.000      0.7784E-01  0.9438E-01  0.6631E-01   0.000      0.1929E-02   0.000      0.7017E-02  0.1442       0.000    
   558   10.52       2.739       1.123       1.069      0.5603E-01   0.000      0.7568E-01  0.1004      0.7081E-01   0.000      0.1154E-02   0.000      0.7340E-02  0.1463       0.000    
   559   10.57       2.792       1.123      0.8982      0.4716E-01   0.000      0.6875E-01  0.1005      0.7662E-01   0.000      0.4479E-03   0.000      0.7655E-02  0.1501       0.000    
   560   10.64       2.844       1.123      0.6801      0.3563E-01   0.000      0.5720E-01  0.9843E-01  0.8424E-01   0.000     -0.3169E-03   0.000      0.7649E-02  0.1592       0.000    
   561   10.79       2.897       1.123      0.2889      0.1514E-01   0.000      0.3853E-01  0.8799E-01  0.1337       0.000     -0.3960E-02   0.000      0.6402E-02  0.2021       0.000    

 Surface forces referred to Sref,Cref,Bref about Xmom,Ymom,Zmom
 Standard axis orientation,  X fwd, Z down         

  Surface #11     nacelle_horizontal (YDUP)               
     # chordwise =  6   # spanwise = 11     First strip =562
     Surface area = 0.43390           ave. chord = 0.82773    
     CLsurf  =   0.000329     Clsurf  =   0.000031
     CYsurf  =   0.000000     Cmsurf  =   0.000147
     CDsurf  =   0.000002     Cnsurf  =   0.000001
     CDisurf =   0.000002     CDvsurf =   0.000000

  Forces referred to Ssurf, Cave about hinge axis thru LE
     cl_surf =   0.049537     cd_surf =   0.000342

 Strip Forces referred to strip area, chord
    j    xLE         yLE         zLE         Chord       Area        Dihedral   c cl        ai_ff       cl           clj         cd          cdv         cm_c/4     c.p.x/c      Dcj
   562   10.79      -2.425       1.123      0.2889      0.1514E-01   0.000      0.2702E-01  0.1362      0.9374E-01   0.000     -0.1747E-02   0.000      0.5500E-02  0.1913       0.000    
   563   10.64      -2.477       1.123      0.6800      0.3563E-01   0.000      0.3728E-01  0.1238      0.5489E-01   0.000     -0.6465E-04   0.000      0.5839E-02  0.1436       0.000    
   564   10.57      -2.530       1.123      0.8982      0.4707E-01   0.000      0.4308E-01  0.1160      0.4801E-01   0.000      0.2900E-03   0.000      0.5440E-02  0.1367       0.000    
   565   10.52      -2.582       1.123       1.069      0.5614E-01   0.000      0.4767E-01  0.1401      0.4461E-01   0.000      0.6258E-03   0.000      0.5091E-02  0.1359       0.000    
   566   10.49      -2.635       1.123       1.202      0.6298E-01   0.000      0.4782E-01  0.1498      0.3980E-01   0.000      0.8625E-03   0.000      0.4608E-02  0.1342       0.000    
   567   10.48      -2.674       1.123       1.230      0.3223E-01   0.000      0.4392E-01 -0.2676E-01  0.3571E-01   0.000      0.8594E-03   0.000      0.4090E-02  0.1355       0.000    
   568   10.49      -2.700       1.123       1.174      0.3075E-01   0.000      0.4410E-01  0.1446E-01  0.3757E-01   0.000      0.9412E-03   0.000      0.4249E-02  0.1369       0.000    
   569   10.52      -2.739       1.123       1.069      0.5603E-01   0.000      0.4822E-01  0.1233      0.4512E-01   0.000      0.7046E-03   0.000      0.5080E-02  0.1374       0.000    
