group,label,lambda_real,lambda_imag,zeta,freq_hz,lon_frac,lat_frac,oth_frac
177,phugoid,-0.027389619188268925,0.18907517632819446,0.14336457810238595,0.030092248928603866,0.08919438603829279,4.292982385466969e-05,0.9107626841373452
177,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
178,roll,-0.5443742234201564,1.2445802682514358,0.40073872813601397,0.1980811017668531,0.07450624378564574,0.8332480893055149,0.09224566690806883
178,short-period,-0.6413878452908031,1.5208206309824224,0.3885933389318194,0.2420461209769878,0.8346163820180784,0.02960143815335195,0.1357821798279666
178,dutch-roll,-0.5443742234201564,1.2445802682514358,0.40073872813601397,0.1980811017668531,0.07450624378564574,0.8332480893055149,0.09224566690806883
178,phugoid,-0.02712166622959666,0.1889445297260048,0.1420866531251711,0.030071455876067223,0.08906774579832863,5.510748518439001e-05,0.9108771467159799
178,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
179,roll,-0.4182760702692375,1.2286075332590398,0.3222822317006492,0.1955389620381164,0.0657260080317796,0.8349017407803659,0.09937225118707875
179,short-period,-0.6319903906308599,1.4960414194011582,0.3891436763840521,0.23810238696790967,0.836473860618622,0.02302357990535013,0.14050255947542217
179,dutch-roll,-0.4182760702692375,1.2286075332590398,0.3222822317006492,0.1955389620381164,0.0657260080317796,0.8349017407803659,0.09937225118707875
179,phugoid,-0.026836268900968935,0.18884928977601742,0.1406907301536645,0.030056297967246907,0.08895192176134156,6.67174328951507e-05,0.9109813608052563
179,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
180,roll,-0.7821897192103808,1.1298397581711883,0.5692065173769397,0.17981958241469628,0.003679133438267932,0.9303593871607166,0.06596147940015328
180,short-period,-0.6806340686868966,1.6430087918676246,0.3827206495451266,0.2614929707691755,0.87457236775225,0.0055402693942802304,0.11988736285284618
180,dutch-roll,-0.7821897192103808,1.1298397581711883,0.5692065173769397,0.17981958241469628,0.003679133438267932,0.9303593871607166,0.06596147940015328
180,phugoid,-0.02875833187518526,0.18957962943764187,0.14997945574330412,0.030172535134530498,0.08975975828137064,7.987787988369432e-06,0.9102322539301333
180,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
181,roll,-0.7779522221110489,1.1375781110724004,0.5644908037113855,0.1810511795303137,0.010712189863952934,0.9217019404854941,0.06758586964969954
181,short-period,-0.6804099199118485,1.6417470838789814,0.3828640201962423,0.2612921637060444,0.8713766944640983,0.00880616202105439,0.119817143514226
181,dutch-roll,-0.7779522221110489,1.1375781110724004,0.5644908037113855,0.1810511795303137,0.010712189863952934,0.9217019404854941,0.06758586964969954
181,phugoid,-0.02876200679805882,0.18957814195651798,0.14999934033678028,0.030172298394556877,0.08975878025403437,1.1916126735161552e-05,0.9102293036187227
181,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
182,roll,-0.7627419886505223,1.1588958722424996,0.5497726861320679,0.18444400659618743,0.021773128553824073,0.9076837973074983,0.07054307413783824
182,short-period,-0.6782718504569233,1.6316544865055278,0.38385134480437116,0.259685876945423,0.8658562887864715,0.013407823498398138,0.12073588771451205
182,dutch-roll,-0.7627419886505223,1.1588958722424996,0.5497726861320679,0.18444400659618743,0.021773128553824073,0.9076837973074983,0.07054307413783824
182,phugoid,-0.028572211229776764,0.18949657058042604,0.1490943029262853,0.030159315906837035,0.08964249670381895,2.2024789184670743e-05,0.9103354785064888
182,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
183,roll,-0.7300150618958395,1.194506546608439,0.5214702092612905,0.19011162144836255,0.03594705445365384,0.8894070481848194,0.07464589736070557
183,short-period,-0.6750896315069989,1.6194260980985367,0.3847750390531856,0.2577396684844027,0.8587778471167651,0.019240104674174703,0.12198204820844595
183,dutch-roll,-0.7300150618958395,1.194506546608439,0.5214702092612905,0.19011162144836255,0.03594705445365384,0.8894070481848194,0.07464589736070557
183,phugoid,-0.02834559687042874,0.18941343695995652,0.14800128254500589,0.030146084780202188,0.08953219161493148,3.312316578341546e-05,0.9104346852187777
183,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
184,roll,-0.7674749002289862,1.1316258717473795,0.5612940404819378,0.18010385121927064,0.009314522393226669,0.921920460680863,0.06876501692505618
184,short-period,-0.6705185748209535,1.6055295750727638,0.38537329941829873,0.2555279681530606,0.8676871093123136,0.008035724777939054,0.12427716590912549
184,dutch-roll,-0.7674749002289862,1.1316258717473795,0.5612940404819378,0.18010385121927064,0.009314522393226669,0.921920460680863,0.06876501692505618
184,phugoid,-0.028142517570616223,0.1893512341526053,0.14701115923097627,0.030136184895938046,0.08955643237162773,9.948956267567863e-06,0.9104336186715968
184,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
185,roll,-0.750572387298626,1.1457010071186078,0.5479959611525699,0.1823439785882892,0.02050741330490079,0.9067693083100749,0.07272327838418512
185,short-period,-0.6649430900519405,1.5890988753143611,0.3860091166307256,0.252912941068052,0.8615616700083303,0.012190119364213292,0.12624821062683791
185,dutch-roll,-0.750572387298626,1.1457010071186078,0.5479959611525699,0.1823439785882892,0.02050741330490079,0.9067693083100749,0.07272327838418512
185,phugoid,-0.027925667049230378,0.18927620647331858,0.1459591820401407,0.03012424386991085,0.089445970318836,2.0527226095019394e-05,0.9105335024545612
185,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
186,roll,-0.7195520094617038,1.1729920518548933,0.5228902727879923,0.1866874832602111,0.034953999070896004,0.8871950257360891,0.0778509751921952
186,short-period,-0.6583109288105445,1.570158227137256,0.3866554852993655,0.24989844328530128,0.8537941200842476,0.01760609405826191,0.1285997858568765
186,dutch-roll,-0.7195520094617038,1.1729920518548933,0.5228902727879923,0.1866874832602111,0.034953999070896004,0.8871950257360891,0.0778509751921952
186,phugoid,-0.027703488958727786,0.18918630713995188,0.14488974802053423,0.030109935946624877,0.08932763223484755,3.067441330372256e-05,0.9106416933513412
186,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
187,roll,-0.6629133537280378,1.2113986032878616,0.48005187972947266,0.1928000757678811,0.05370956958887335,0.862513831715314,0.08377659869501654
187,short-period,-0.6510480450342127,1.5494024150233383,0.3873837269672152,0.2465950531894846,0.844330085154135,0.024339380073537357,0.13133053477171922
187,dutch-roll,-0.6629133537280378,1.2113986032878616,0.48005187972947266,0.1928000757678811,0.05370956958887335,0.862513831715314,0.08377659869501654
187,phugoid,-0.027453486454656048,0.1890788989663848,0.1436892112630249,0.030092841404873203,0.08922133949845704,3.914683650581014e-05,0.9107395136645298
187,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
188,roll,-0.5674479014597044,1.2427365082874706,0.41535999066034285,0.19778765825471312,0.07044112585473229,0.839235439687729,0.09032343445676314
188,short-period,-0.6435017146083989,1.527050265322819,0.38833028648512036,0.24303759807591696,0.8363456117919134,0.028891828192021716,0.13476256001546083
188,dutch-roll,-0.5674479014597044,1.2427365082874706,0.41535999066034285,0.19778765825471312,0.07044112585473229,0.839235439687729,0.09032343445676314
188,phugoid,-0.027175832703476288,0.18897171137196367,0.14234461526369746,0.030075781969382948,0.08909632450133839,5.083483836635201e-05,0.9108528406597881
188,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
189,roll,-0.4468437258020252,1.2368665750997094,0.3397772887619652,0.19685342937226175,0.06640401921684824,0.8365574435572551,0.09703853722512022
189,short-period,-0.634937218096533,1.5037638067669417,0.38897969149072215,0.2393314430896445,0.8367409286268983,0.024165223247316063,0.13909384812518
189,dutch-roll,-0.4468437258020252,1.2368665750997094,0.3397772887619652,0.19685342937226175,0.06640401921684824,0.8365574435572551,0.09703853722512022
189,phugoid,-0.02693078369692075,0.1889210213722025,0.14112383524877076,0.030067714405355633,0.08900227515472321,6.067406675664026e-05,0.910937050778013
189,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
190,roll,-0.7817276900313151,1.1300017151470851,0.5689240120138541,0.17984535866797846,0.0037093957367916536,0.9303537001381155,0.06593690412423074
190,short-period,-0.6803106095983856,1.6406931029652962,0.38302618068109234,0.2611244174337069,0.8743541752665112,0.005515563999249958,0.1201302607336154
190,dutch-roll,-0.7817276900313151,1.1300017151470851,0.5689240120138541,0.17984535866797846,0.0037093957367916536,0.9303537001381155,0.06593690412423074
190,phugoid,-0.028740806978162604,0.18956398149414905,0.14990220946625063,0.030170044686974394,0.08973668871193416,8.064813826981241e-06,0.9102552464737311
190,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
191,roll,-0.7778004510984595,1.1369211031823494,0.564637961716483,0.1809466134769617,0.009859893945560444,0.9228047337445925,0.06733537230899247
191,short-period,-0.6801027745255731,1.6396357898573666,0.383137017433319,0.26095614082618407,0.8714681008955063,0.008467011039462765,0.12006488806440928
191,dutch-roll,-0.7778004510984595,1.1369211031823494,0.564637961716483,0.1809466134769617,0.009859893945560444,0.9228047337445925,0.06733537230899247
191,phugoid,-0.028713040273092284,0.1895508292142526,0.14977079576088323,0.030167951436615943,0.08973397352020328,1.0650186399413563e-05,0.9102553762928896
191,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
192,roll,-0.763725916741889,1.1569176907701388,0.5509227237533508,0.18412916923652842,0.020112767311407913,0.909642704747284,0.07024452794046686
192,short-period,-0.6781517364982693,1.6302351944846563,0.3840782436511453,0.2594599896046104,0.8663871046179779,0.01266831836500435,0.12094457701639884
192,dutch-roll,-0.763725916741889,1.1569176907701388,0.5509227237533508,0.18412916923652842,0.020112767311407913,0.909642704747284,0.07024452794046686
192,phugoid,-0.028515168755440832,0.18948064737068496,0.14881547150045965,0.030156781649296853,0.08963503958746376,2.1297250970413044e-05,0.9103436631610583
192,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
193,roll,-0.734322257007251,1.1899912450161274,0.5251447950087713,0.18939298888039544,0.0330789896421306,0.8928334521881784,0.07408755816886653
193,short-period,-0.6751722100727364,1.6187358392941602,0.3849549160667691,0.2576298103836735,0.859891590895181,0.01801429062871557,0.1220941184754883
193,dutch-roll,-0.734322257007251,1.1899912450161274,0.5251447950087713,0.18939298888039544,0.0330789896421306,0.8928334521881784,0.07408755816886653
193,phugoid,-0.028328044863811856,0.18941944428303847,0.14790705528232093,0.03014704087536543,0.08953558406472471,3.120325309473127e-05,0.9104332126816732
193,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
194,roll,-0.7681948871230766,1.1316593912222481,0.5616431615456416,0.18010918600938583,0.00859265770932531,0.9229093174333233,0.06849802485649621
194,short-period,-0.670914350426954,1.6058053284007485,0.3855105900899736,0.25557185565828344,0.8679905505277207,0.007788348568335095,0.12422110090332228
194,dutch-roll,-0.7681948871230766,1.1316593912222481,0.5616431615456416,0.18010918600938583,0.00859265770932531,0.9229093174333233,0.06849802485649621
194,phugoid,-0.028115706731720834,0.18932639621927888,0.1468929800117027,0.030132231816072958,0.08955424548041901,9.146358041570262e-06,0.9104366081610316
194,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
195,roll,-0.7523472838640015,1.1446427442663183,0.5492561399992965,0.1821755508242568,0.01885430155228056,0.9089635459390952,0.0721821525077828
195,short-period,-0.6656906290413819,1.590318266614227,0.38612624568132586,0.25310701322098894,0.8623296215421362,0.011580705776987544,0.1260896726802573
195,dutch-roll,-0.7523472838640015,1.1446427442663183,0.5492561399992965,0.1821755508242568,0.01885430155228056,0.9089635459390952,0.0721821525077828
195,phugoid,-0.027930645683004518,0.18927524499275347,0.14598537513497553,0.030124090845526228,0.08945281536299432,1.8057149207875347e-05,0.9105291274872901
195,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
196,roll,-0.7241096638621015,1.1698407409732086,0.5263139101926556,0.1861859365561717,0.031954712688125886,0.8909961588091386,0.07704912850191195
196,short-period,-0.6595196529762796,1.5728532323819162,0.3866947828215972,0.2503273666916475,0.8552129212695485,0.016529998693948285,0.12825708003588823
196,dutch-roll,-0.7241096638621015,1.1698407409732086,0.5263139101926556,0.1861859365561717,0.031954712688125886,0.8909961588091386,0.07704912850191195
196,phugoid,-0.02770035440311898,0.18918554382876096,0.14487427059304658,0.030109814461875724,0.08934645801019989,2.8584248408347985e-05,0.9106249577408841
196,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
197,roll,-0.6733402063143288,1.2062027268338524,0.4874273017496494,0.19197312634653077,0.04896469248162753,0.8685723464025376,0.08246296111503319
197,short-period,-0.6526287679350684,1.5534228902976082,0.38732891888501414,0.2472349317029634,0.8464552870937173,0.022733457020372275,0.13081125588530065
197,dutch-roll,-0.6733402063143288,1.2062027268338524,0.4874273017496494,0.19197312634653077,0.04896469248162753,0.8685723464025376,0.08246296111503319
197,phugoid,-0.027460910914291932,0.18908031253132457,0.14372621531934648,0.030093066380720748,0.08923416811459173,3.6686348339644334e-05,0.9107291455365613
197,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
198,roll,-0.5871967491327993,1.2400837866991998,0.4279605267165408,0.19736546450129322,0.06628413979001674,0.8450012870090576,0.08871457320014503
198,short-period,-0.6454296832182781,1.5322195886089118,0.38820239113612487,0.24386032142933867,0.8381437979512754,0.02794290798395206,0.1339132940641675
198,dutch-roll,-0.5871967491327993,1.2400837866991998,0.4279605267165408,0.19736546450129322,0.06628413979001674,0.8450012870090576,0.08871457320014503
198,phugoid,-0.02726147067097577,0.1890295669089768,0.14274123765163949,0.030084989964083823,0.08914026258115218,4.696296184904396e-05,0.9108127744564914
198,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
199,roll,-0.4726785457984858,1.2423880012225836,0.35559315929634067,0.1977321916326339,0.06638825875611958,0.838599020196652,0.09501272104645092
199,short-period,-0.6374857001984355,1.5105406481679793,0.388817707238545,0.24041001089716946,0.8371021913330149,0.02505097523784914,0.1378468334285304
199,dutch-roll,-0.4726785457984858,1.2423880012225836,0.35559315929634067,0.1977321916326339,0.06638825875611958,0.838599020196652,0.09501272104645092
199,phugoid,-0.026996127537966985,0.18891385471163394,0.14146466793694684,0.030066573795900685,0.08902583270068258,5.752081515694333e-05,0.9109166464836534
199,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
200,roll,-0.7855166510528521,1.1077484676243905,0.5784396960400067,0.17630364432489415,0.02035399683485814,0.9027823877162413,0.07686361544806727
200,short-period,-0.678600719158347,1.715494584243692,0.36783792467871007,0.27302944292975945,0.8700175084757241,0.01678104942394829,0.11320144209972162
200,dutch-roll,-0.7855166510528521,1.1077484676243905,0.5784396960400067,0.17630364432489415,0.02035399683485814,0.9027823877162413,0.07686361544806727
200,phugoid,-0.03198937997292654,0.19046991045335102,0.16563005249893045,0.030314227758921484,0.09071909805455076,3.1192877916668726e-05,0.9092497090670263
200,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
201,roll,-0.777227810993612,1.1073764077903494,0.5744859506611021,0.17624442916318056,0.017780615365940094,0.9055988714867312,0.07662051314649218
201,short-period,-0.6724036031765267,1.692142982727576,0.3692811905896101,0.2693129201193574,0.8700864846163284,0.014219919204321982,0.1156935961787403
201,dutch-roll,-0.777227810993612,1.1073764077903494,0.5744859506611021,0.17624442916318056,0.017780615365940094,0.9055988714867312,0.07662051314649218
201,phugoid,-0.03123652877685064,0.1903424870045754,0.16194083485074756,0.030293947687183027,0.09054396163463768,2.5403275602215038e-05,0.9094306350892534
201,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
202,roll,-0.774787287546361,1.108762615742305,0.57279404036183,0.17646505101088755,0.015662679631910544,0.9086648543704184,0.07567246599683126
202,short-period,-0.6708894691208539,1.680790987236214,0.370710860465723,0.2675061939229502,0.8706140081013012,0.012528987149437402,0.11685700474864974
202,dutch-roll,-0.774787287546361,1.108762615742305,0.57279404036183,0.17646505101088755,0.015662679631910544,0.9086648543704184,0.07567246599683126
202,phugoid,-0.030802734547756075,0.1902694178777458,0.15980946601136817,0.030282318374460684,0.09043450072409831,2.313263189527637e-05,0.9095423666434994
202,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
203,roll,-0.7744146984179365,1.1107230132632064,0.5719290580887504,0.17677705796676413,0.014000211017867746,0.9113982636170516,0.07460152536423796
203,short-period,-0.6711053952975305,1.6750867067857689,0.3719021284902362,0.2665983294924794,0.8712895218973042,0.011323262821731642,0.11738721528035075
203,dutch-roll,-0.7744146984179365,1.1107230132632064,0.5719290580887504,0.17677705796676413,0.014000211017867746,0.9113982636170516,0.07460152536423796
203,phugoid,-0.030503863247077316,0.19021318929515468,0.15834353605529766,0.03027336931759826,0.09036414776920577,1.9589264173529042e-05,0.9096162629661136
203,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
204,roll,-0.7741029113753832,1.1122046018538672,0.5712610870539703,0.17701286011459635,0.012540877160832319,0.9136972874364737,0.07376183540184904
204,short-period,-0.671396450015644,1.6701345205196376,0.37299097615221555,0.26581016456911283,0.8717311872403201,0.010391561507418623,0.1178772512516467
204,dutch-roll,-0.7741029113753832,1.1122046018538672,0.5712610870539703,0.17701286011459635,0.012540877160832319,0.9136972874364737,0.07376183540184904
204,phugoid,-0.030262712407946007,0.19013859552062193,0.15718288051220514,0.03026149734965749,0.09028635471988289,1.800895371911626e-05,0.9096956363258908
204,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
205,roll,-0.7740939022062533,1.1137338991719106,0.5707278243816258,0.17725625534222014,0.011441068379899277,0.915539982734359,0.07301894888489484
205,short-period,-0.6715534712627576,1.665760028153537,0.3739089687114711,0.26511394248553016,0.8720629784349403,0.009676769140729768,0.11826025242371409
205,dutch-roll,-0.7740939022062533,1.1137338991719106,0.5707278243816258,0.17725625534222014,0.011441068379899277,0.915539982734359,0.07301894888489484
205,phugoid,-0.030080419937841635,0.19007179063251153,0.1563128291129054,0.03025086502149202,0.0902320785238766,1.4503968952535937e-05,0.9097534175066635
205,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
206,roll,-0.7736666457785031,1.1148772663719067,0.5701205145085266,0.17743822788386865,0.010443480954344057,0.9170186785648163,0.0725378404799911
206,short-period,-0.671801173117166,1.662121785018471,0.3747314493855847,0.2645348981064143,0.8723019665175868,0.009101252157608136,0.11859678132418813
206,dutch-roll,-0.7736666457785031,1.1148772663719067,0.5701205145085266,0.17743822788386865,0.010443480954344057,0.9170186785648163,0.0725378404799911
206,phugoid,-0.02992379015551475,0.1900424999095535,0.15554202855082208,0.03024620325814651,0.0901929049496739,1.3246013111595334e-05,0.9097938490367071
206,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
207,roll,-0.7739607459796931,1.1160361663427945,0.569866972677635,0.1776226725427845,0.009637745698180131,0.9185112956187672,0.07185095868220272
207,short-period,-0.6719548263620773,1.6587760178224815,0.3754546276704856,0.2640024027187378,0.8724206075813358,0.008638361145625703,0.11894103127242113
207,dutch-roll,-0.7739607459796931,1.1160361663427945,0.569866972677635,0.1776226725427845,0.009637745698180131,0.9185112956187672,0.07185095868220272
207,phugoid,-0.029780372263375276,0.18998783116072546,0.15485793987192464,0.03023750245653788,0.09014145908255887,1.3096642995852617e-05,0.9098454442739378
207,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
208,roll,-0.773834222843431,1.1171020013439967,0.5694367489994209,0.17779230545174618,0.008946488143972222,0.9195442754004474,0.07150923645472944
208,short-period,-0.6721025203124051,1.6557996609151333,0.3761051238602475,0.26352870080452767,0.8725525620658885,0.00825450122642545,0.11919293670706795
208,dutch-roll,-0.773834222843431,1.1171020013439967,0.5694367489994209,0.17779230545174618,0.008946488143972222,0.9195442754004474,0.07150923645472944
208,phugoid,-0.029649839232801505,0.18993400911409172,0.15423799675870503,0.0302289364117688,0.09010359035255272,1.1097213302400652e-05,0.9098853124336373
208,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
209,roll,-0.7738564217886754,1.11809182900866,0.5691069903903246,0.17794984141738648,0.008349112309979572,0.9206444710763105,0.07100641661285775
209,short-period,-0.6722870453839916,1.6531836326169909,0.3767046483720979,0.26311234696961,0.8725978371734215,0.007942246188574024,0.11945991663738582
209,dutch-roll,-0.7738564217886754,1.11809182900866,0.5691069903903246,0.17794984141738648,0.008349112309979572,0.9206444710763105,0.07100641661285775
209,phugoid,-0.029541326669807782,0.18990788843030462,0.15370751217212145,0.03022477917582714,0.09007144516265096,1.0860403399122055e-05,0.9099176944334423
209,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
